,entity,tag,sample
19399,30,B-QUANTITY,534
19400,-34,I-QUANTITY,534
19401,tomato,B-FOOD,534
19402,sauce,I-FOOD,534
19403,pecans,B-FOOD,534
19404,finely,B-PROCESS,534
19405,chopped,I-PROCESS,534
19406,Cool,B-FOOD,534
19407,Whip,I-FOOD,534
19408,ounce,B-UNIT,534
19409,carton,B-UNIT,534
19410,regular,B-FOOD,534
19411,Cool,I-FOOD,534
19412,vegetables,B-FOOD,534
19413,drained,B-PROCESS,534
19414,1/2,B-QUANTITY,535
19415,cup,B-UNIT,535
19416,coconut,B-FOOD,535
19417,1/4,B-QUANTITY,535
19418,cup,B-UNIT,535
19419,cocoa,B-FOOD,535
19420,to,B-PURPOSE,535
19421,dust,I-PURPOSE,535
19422,pinch,B-UNIT,535
19423,salt,B-FOOD,535
19424,2,B-QUANTITY,535
19425,tablespoons,B-UNIT,535
19426,corn,B-FOOD,535
19427,for,B-PURPOSE,535
19428,serving,I-PURPOSE,535
19429,sauce,B-FOOD,535
19430,for,B-PURPOSE,535
19431,freshly,B-PROCESS,535
19432,Parmesan,B-FOOD,535
19433,cheese,I-FOOD,535
19434,to,B-QUANTITY,535
19435,cashew,B-FOOD,535
19436,30,B-QUANTITY,535
19437,-34,I-QUANTITY,535
19438,tomato,B-FOOD,535
19439,sauce,I-FOOD,535
19440,pecans,B-FOOD,535
19441,finely,B-PROCESS,535
19442,chopped,I-PROCESS,535
19443,Cool,B-FOOD,535
19444,Whip,I-FOOD,535
19445,ounce,B-UNIT,535
19446,carton,B-UNIT,535
19447,regular,B-FOOD,535
19448,Cool,I-FOOD,535
19449,vegetables,B-FOOD,535
19450,drained,B-PROCESS,535
19451,8,B-QUANTITY,536
19452,ounces,B-UNIT,536
19453,mascarpone,B-FOOD,536
19454,cheese,I-FOOD,536
19455,cup,B-UNIT,536
19456,dried,B-PHYSICAL_QUALITY,536
19457,cranberries,B-FOOD,536
19458,finely,B-PROCESS,536
19459,chopped,I-PROCESS,536
19460,teaspoon,B-UNIT,536
19461,orange,B-FOOD,536
19462,zest,I-FOOD,536
19463,tablespoon,B-UNIT,536
19464,orange,B-FOOD,536
19465,liqueur,I-FOOD,536
19466,tablespoon,B-UNIT,536
19467,orange,B-FOOD,536
19468,juice,I-FOOD,536
19469,large,B-PHYSICAL_QUALITY,536
19470,strawberries,B-FOOD,536
19471,halved,B-PROCESS,536
19472,green,B-PROCESS,536
19473,30,B-QUANTITY,536
19474,-34,I-QUANTITY,536
19475,tomato,B-FOOD,536
19476,sauce,I-FOOD,536
19477,pecans,B-FOOD,536
19478,finely,B-PROCESS,536
19479,chopped,I-PROCESS,536
19480,Cool,B-FOOD,536
19481,Whip,I-FOOD,536
19482,ounce,B-UNIT,536
19483,carton,B-UNIT,536
19484,regular,B-FOOD,536
19485,Cool,I-FOOD,536
19486,vegetables,B-FOOD,536
19487,drained,B-PROCESS,536
19488,1,B-QUANTITY,537
19489,ounce,B-UNIT,537
19490,ouzo,B-FOOD,537
19491,1,B-QUANTITY,537
19492,ounce,B-UNIT,537
19493,vodka,B-FOOD,537
19494,1⁄2,B-QUANTITY,537
19495,ounce,B-UNIT,537
19496,lemon,B-FOOD,537
19497,juice,I-FOOD,537
19498,ounce,B-UNIT,537
19499,orange,B-FOOD,537
19500,juice,I-FOOD,537
19501,orange,B-FOOD,537
19502,liqueur,I-FOOD,537
19503,tablespoon,B-UNIT,537
19504,orange,B-FOOD,537
19505,juice,I-FOOD,537
19506,large,B-PHYSICAL_QUALITY,537
19507,strawberries,B-FOOD,537
19508,halved,B-PROCESS,537
19509,green,B-PROCESS,537
19510,30,B-QUANTITY,537
19511,-34,I-QUANTITY,537
19512,tomato,B-FOOD,537
19513,sauce,I-FOOD,537
19514,pecans,B-FOOD,537
19515,finely,B-PROCESS,537
19516,chopped,I-PROCESS,537
19517,Cool,B-FOOD,537
19518,Whip,I-FOOD,537
19519,ounce,B-UNIT,537
19520,carton,B-UNIT,537
19521,regular,B-FOOD,537
19522,Cool,I-FOOD,537
19523,vegetables,B-FOOD,537
19524,drained,B-PROCESS,537
19525,16,B-QUANTITY,538
19526,ounces,B-UNIT,538
19527,boneless,B-PHYSICAL_QUALITY,538
19528,chicken,B-FOOD,538
19529,breasts,B-PART,538
19530,1,B-QUANTITY,538
19531,12,B-QUANTITY,538
19532,ounce,B-UNIT,538
19533,can,B-UNIT,538
19534,diet,B-FOOD,538
19535,cola,I-FOOD,538
19536,cup,B-UNIT,538
19537,ketchup,B-FOOD,538
19538,orange,B-FOOD,538
19539,liqueur,I-FOOD,538
19540,tablespoon,B-UNIT,538
19541,orange,B-FOOD,538
19542,juice,I-FOOD,538
19543,large,B-PHYSICAL_QUALITY,538
19544,strawberries,B-FOOD,538
19545,halved,B-PROCESS,538
19546,green,B-PROCESS,538
19547,30,B-QUANTITY,538
19548,-34,I-QUANTITY,538
19549,tomato,B-FOOD,538
19550,sauce,I-FOOD,538
19551,pecans,B-FOOD,538
19552,finely,B-PROCESS,538
19553,chopped,I-PROCESS,538
19554,Cool,B-FOOD,538
19555,Whip,I-FOOD,538
19556,ounce,B-UNIT,538
19557,carton,B-UNIT,538
19558,regular,B-FOOD,538
19559,Cool,I-FOOD,538
19560,vegetables,B-FOOD,538
19561,drained,B-PROCESS,538
19562,1,B-QUANTITY,539
19563,pound,B-UNIT,539
19564,ground,B-PROCESS,539
19565,beef,B-FOOD,539
19566,93%,B-PHYSICAL_QUALITY,539
19567,lean,I-PHYSICAL_QUALITY,539
19568,onion,B-FOOD,539
19569,medium,B-PHYSICAL_QUALITY,539
19570,1,B-QUANTITY,539
19571,teaspoon,B-UNIT,539
19572,turmeric,B-FOOD,539
19573,1,B-QUANTITY,539
19574,teaspoon,B-UNIT,539
19575,salt,B-FOOD,539
19576,1/2,B-QUANTITY,539
19577,teaspoon,B-UNIT,539
19578,black,B-COLOR,539
19579,pepper,B-FOOD,539
19580,2,B-QUANTITY,539
19581,tomatoes,B-FOOD,539
19582,cut,B-PROCESS,539
19583,green,B-PROCESS,539
19584,30,B-QUANTITY,539
19585,-34,I-QUANTITY,539
19586,tomato,B-FOOD,539
19587,sauce,I-FOOD,539
19588,pecans,B-FOOD,539
19589,finely,B-PROCESS,539
19590,chopped,I-PROCESS,539
19591,Cool,B-FOOD,539
19592,Whip,I-FOOD,539
19593,ounce,B-UNIT,539
19594,carton,B-UNIT,539
19595,regular,B-FOOD,539
19596,Cool,I-FOOD,539
19597,vegetables,B-FOOD,539
19598,drained,B-PROCESS,539
19599,1,B-QUANTITY,540
19600,medium,B-PHYSICAL_QUALITY,540
19601,green,B-COLOR,540
19602,tomato,B-FOOD,540
19603,per,B-QUANTITY,540
19604,person,I-QUANTITY,540
19605,pepper,B-FOOD,540
19606,white,B-COLOR,540
19607,cornmeal,B-FOOD,540
19608,bacon,B-FOOD,540
19609,drippings,I-FOOD,540
19610,1,B-QUANTITY,540
19611,teaspoon,B-UNIT,540
19612,salt,B-FOOD,540
19613,1/2,B-QUANTITY,540
19614,teaspoon,B-UNIT,540
19615,black,B-COLOR,540
19616,pepper,B-FOOD,540
19617,2,B-QUANTITY,540
19618,tomatoes,B-FOOD,540
19619,cut,B-PROCESS,540
19620,green,B-PROCESS,540
19621,30,B-QUANTITY,540
19622,-34,I-QUANTITY,540
19623,tomato,B-FOOD,540
19624,sauce,I-FOOD,540
19625,pecans,B-FOOD,540
19626,finely,B-PROCESS,540
19627,chopped,I-PROCESS,540
19628,Cool,B-FOOD,540
19629,Whip,I-FOOD,540
19630,ounce,B-UNIT,540
19631,carton,B-UNIT,540
19632,regular,B-FOOD,540
19633,Cool,I-FOOD,540
19634,vegetables,B-FOOD,540
19635,drained,B-PROCESS,540
19636,2,B-QUANTITY,541
19637,slices,B-UNIT,541
19638,white,B-COLOR,541
19639,bread,B-FOOD,541
19640,¼,B-QUANTITY,541
19641,cup,B-UNIT,541
19642,creamy,B-PHYSICAL_QUALITY,541
19643,peanut,B-FOOD,541
19644,butter,I-FOOD,541
19645,tablespoons,B-UNIT,541
19646,grape,B-FOOD,541
19647,jelly,I-FOOD,541
19648,teaspoon,B-UNIT,541
19649,salt,B-FOOD,541
19650,1/2,B-QUANTITY,541
19651,teaspoon,B-UNIT,541
19652,black,B-COLOR,541
19653,pepper,B-FOOD,541
19654,2,B-QUANTITY,541
19655,tomatoes,B-FOOD,541
19656,cut,B-PROCESS,541
19657,green,B-PROCESS,541
19658,30,B-QUANTITY,541
19659,-34,I-QUANTITY,541
19660,tomato,B-FOOD,541
19661,sauce,I-FOOD,541
19662,pecans,B-FOOD,541
19663,finely,B-PROCESS,541
19664,chopped,I-PROCESS,541
19665,Cool,B-FOOD,541
19666,Whip,I-FOOD,541
19667,ounce,B-UNIT,541
19668,carton,B-UNIT,541
19669,regular,B-FOOD,541
19670,Cool,I-FOOD,541
19671,vegetables,B-FOOD,541
19672,drained,B-PROCESS,541
19673,2,B-QUANTITY,542
19674,cups,B-UNIT,542
19675,chicken,B-FOOD,542
19676,broth,I-FOOD,542
19677,cups,B-UNIT,542
19678,water,B-FOOD,542
19679,1/2,B-QUANTITY,542
19680,teaspoon,B-UNIT,542
19681,garlic,B-FOOD,542
19682,powder,I-FOOD,542
19683,cup,B-UNIT,542
19684,grits,B-FOOD,542
19685,1,B-QUANTITY,542
19686,1/2,I-QUANTITY,542
19687,cheddar,B-FOOD,542
19688,cheese,I-FOOD,542
19689,1/4,B-QUANTITY,542
19690,cup,B-UNIT,542
19691,butter,B-FOOD,542
19692,tomatoes,B-FOOD,542
19693,cut,B-PROCESS,542
19694,green,B-PROCESS,542
19695,30,B-QUANTITY,542
19696,-34,I-QUANTITY,542
19697,tomato,B-FOOD,542
19698,sauce,I-FOOD,542
19699,pecans,B-FOOD,542
19700,finely,B-PROCESS,542
19701,chopped,I-PROCESS,542
19702,Cool,B-FOOD,542
19703,Whip,I-FOOD,542
19704,ounce,B-UNIT,542
19705,carton,B-UNIT,542
19706,regular,B-FOOD,542
19707,Cool,I-FOOD,542
19708,vegetables,B-FOOD,542
19709,drained,B-PROCESS,542
19710,1⁄2,B-QUANTITY,543
19711,cup,B-UNIT,543
19712,soy,B-FOOD,543
19713,sauce,I-FOOD,543
19714,cup,B-UNIT,543
19715,Bourbon,B-FOOD,543
19716,1,B-QUANTITY,543
19717,clove,B-UNIT,543
19718,garlic,B-FOOD,543
19719,pressed,B-PROCESS,543
19720,or,I-PROCESS,543
19721,teaspoon,B-UNIT,543
19722,grated,B-PROCESS,543
19723,ginger,B-FOOD,543
19724,1⁄4,B-QUANTITY,543
19725,cup,B-UNIT,543
19726,water,B-FOOD,543
19727,1,B-QUANTITY,543
19728,steak,B-FOOD,543
19729,1/2',B-PHYSICAL_QUALITY,543
19730,cut,B-PROCESS,543
19731,green,B-PROCESS,543
19732,30,B-QUANTITY,543
19733,-34,I-QUANTITY,543
19734,tomato,B-FOOD,543
19735,sauce,I-FOOD,543
19736,pecans,B-FOOD,543
19737,finely,B-PROCESS,543
19738,chopped,I-PROCESS,543
19739,Cool,B-FOOD,543
19740,Whip,I-FOOD,543
19741,ounce,B-UNIT,543
19742,carton,B-UNIT,543
19743,regular,B-FOOD,543
19744,Cool,I-FOOD,543
19745,vegetables,B-FOOD,543
19746,drained,B-PROCESS,543
19747,1,B-QUANTITY,544
19748,½,I-QUANTITY,544
19749,semi,B-TASTE,544
19750,sweet,I-TASTE,544
19751,¼,B-QUANTITY,544
19752,cup,B-UNIT,544
19753,creamy,B-PHYSICAL_QUALITY,544
19754,peanut,B-FOOD,544
19755,butter,I-FOOD,544
19756,cups,B-UNIT,544
19757,rice,B-FOOD,544
19758,cereal,I-FOOD,544
19759,cup,B-UNIT,544
19760,powdered,B-PHYSICAL_QUALITY,544
19761,sugar,B-FOOD,544
19762,½,B-QUANTITY,544
19763,cup,B-UNIT,544
19764,peanut,B-FOOD,544
19765,butter,I-FOOD,544
19766,1/2',B-PHYSICAL_QUALITY,544
19767,cut,B-PROCESS,544
19768,green,B-PROCESS,544
19769,30,B-QUANTITY,544
19770,-34,I-QUANTITY,544
19771,tomato,B-FOOD,544
19772,sauce,I-FOOD,544
19773,pecans,B-FOOD,544
19774,finely,B-PROCESS,544
19775,chopped,I-PROCESS,544
19776,Cool,B-FOOD,544
19777,Whip,I-FOOD,544
19778,ounce,B-UNIT,544
19779,carton,B-UNIT,544
19780,regular,B-FOOD,544
19781,Cool,I-FOOD,544
19782,vegetables,B-FOOD,544
19783,drained,B-PROCESS,544
19784,7,B-QUANTITY,545
19785,ounces,B-UNIT,545
19786,shredded,B-PROCESS,545
19787,coconut,B-FOOD,545
19788,sweetened,B-TASTE,545
19789,1,B-QUANTITY,545
19790,can,B-UNIT,545
19791,dulce,B-FOOD,545
19792,de,I-FOOD,545
19793,oz,B-UNIT,545
19794,1,B-QUANTITY,545
19795,can,B-UNIT,545
19796,sweetened,B-TASTE,545
19797,condensed,B-PHYSICAL_QUALITY,545
19798,milk,B-FOOD,545
19799,14,B-QUANTITY,545
19800,oz,B-UNIT,545
19801,11,B-QUANTITY,545
19802,ounces,B-UNIT,545
19803,wafer,B-FOOD,545
19804,cookies,I-FOOD,545
19805,about,B-QUANTITY,545
19806,2,I-QUANTITY,545
19807,16,B-QUANTITY,545
19808,ounces,B-UNIT,545
19809,chocolate,B-FOOD,545
19810,wafers,I-FOOD,545
19811,finely,B-PROCESS,545
19812,chopped,I-PROCESS,545
19813,Cool,B-FOOD,545
19814,Whip,I-FOOD,545
19815,ounce,B-UNIT,545
19816,carton,B-UNIT,545
19817,regular,B-FOOD,545
19818,Cool,I-FOOD,545
19819,vegetables,B-FOOD,545
19820,drained,B-PROCESS,545
19821,4,B-QUANTITY,546
19822,boneless,B-PHYSICAL_QUALITY,546
19823,chicken,B-FOOD,546
19824,breasts,B-PART,546
19825,2,B-QUANTITY,546
19826,large,B-PHYSICAL_QUALITY,546
19827,lemons,B-FOOD,546
19828,2,B-QUANTITY,546
19829,garlic,B-FOOD,546
19830,cloves,B-UNIT,546
19831,coarsely,B-PROCESS,546
19832,chopped,I-PROCESS,546
19833,tablespoon,B-UNIT,546
19834,olive,B-FOOD,546
19835,oil,I-FOOD,546
19836,pepper,B-FOOD,546
19837,2,B-QUANTITY,546
19838,teaspoons,B-UNIT,546
19839,fresh,B-PHYSICAL_QUALITY,546
19840,basil,B-FOOD,546
19841,chopped,B-PROCESS,546
19842,1/2,B-QUANTITY,546
19843,tsp,B-UNIT,546
19844,dried,B-PHYSICAL_QUALITY,546
19845,ounces,B-UNIT,546
19846,chocolate,B-FOOD,546
19847,wafers,I-FOOD,546
19848,finely,B-PROCESS,546
19849,chopped,I-PROCESS,546
19850,Cool,B-FOOD,546
19851,Whip,I-FOOD,546
19852,ounce,B-UNIT,546
19853,carton,B-UNIT,546
19854,regular,B-FOOD,546
19855,Cool,I-FOOD,546
19856,vegetables,B-FOOD,546
19857,drained,B-PROCESS,546
19858,1/4,B-QUANTITY,547
19859,cup,B-UNIT,547
19860,almond,B-FOOD,547
19861,butter,I-FOOD,547
19862,1/4,B-QUANTITY,547
19863,cup,B-UNIT,547
19864,honey,B-FOOD,547
19865,1,B-QUANTITY,547
19866,1/4,I-QUANTITY,547
19867,rolled,B-FOOD,547
19868,oats,I-FOOD,547
19869,1/4,B-QUANTITY,547
19870,cup,B-UNIT,547
19871,pumpkin,B-FOOD,547
19872,seeds,I-FOOD,547
19873,shelled,B-PROCESS,547
19874,1/4,B-QUANTITY,547
19875,cup,B-UNIT,547
19876,dried,B-PHYSICAL_QUALITY,547
19877,fruit,B-FOOD,547
19878,unsweetened,B-TASTE,547
19879,1,B-QUANTITY,547
19880,tablespoon,B-UNIT,547
19881,sunflower,B-FOOD,547
19882,seeds,I-FOOD,547
19883,shelled,B-PROCESS,547
19884,1/8,B-QUANTITY,547
19885,teaspoon,B-UNIT,547
19886,salt,B-FOOD,547
19887,Cool,B-FOOD,547
19888,Whip,I-FOOD,547
19889,ounce,B-UNIT,547
19890,carton,B-UNIT,547
19891,regular,B-FOOD,547
19892,Cool,I-FOOD,547
19893,vegetables,B-FOOD,547
19894,drained,B-PROCESS,547
19895,1,B-PHYSICAL_QUALITY,548
19896,day,I-PHYSICAL_QUALITY,548
19897,¼,B-QUANTITY,548
19898,cup,B-UNIT,548
19899,butter,B-FOOD,548
19900,softened,B-PROCESS,548
19901,1,B-QUANTITY,548
19902,tablespoon,B-UNIT,548
19903,olive,B-FOOD,548
19904,oil,I-FOOD,548
19905,cloves,B-UNIT,548
19906,garlic,B-FOOD,548
19907,chopped,B-PROCESS,548
19908,pumpkin,B-FOOD,548
19909,seeds,I-FOOD,548
19910,shelled,B-PROCESS,548
19911,1/4,B-QUANTITY,548
19912,cup,B-UNIT,548
19913,dried,B-PHYSICAL_QUALITY,548
19914,fruit,B-FOOD,548
19915,unsweetened,B-TASTE,548
19916,1,B-QUANTITY,548
19917,tablespoon,B-UNIT,548
19918,sunflower,B-FOOD,548
19919,seeds,I-FOOD,548
19920,shelled,B-PROCESS,548
19921,1/8,B-QUANTITY,548
19922,teaspoon,B-UNIT,548
19923,salt,B-FOOD,548
19924,Cool,B-FOOD,548
19925,Whip,I-FOOD,548
19926,ounce,B-UNIT,548
19927,carton,B-UNIT,548
19928,regular,B-FOOD,548
19929,Cool,I-FOOD,548
19930,vegetables,B-FOOD,548
19931,drained,B-PROCESS,548
19932,1,B-QUANTITY,549
19933,1⁄2,I-QUANTITY,549
19934,brown,B-COLOR,549
19935,rice,B-FOOD,549
19936,2,B-QUANTITY,549
19937,3⁄4,I-QUANTITY,549
19938,water,B-FOOD,549
19939,1⁄2,B-QUANTITY,549
19940,teaspoon,B-UNIT,549
19941,salt,B-FOOD,549
19942,1⁄2,B-QUANTITY,549
19943,teaspoon,B-UNIT,549
19944,olive,B-FOOD,549
19945,pumpkin,B-FOOD,549
19946,seeds,I-FOOD,549
19947,shelled,B-PROCESS,549
19948,1/4,B-QUANTITY,549
19949,cup,B-UNIT,549
19950,dried,B-PHYSICAL_QUALITY,549
19951,fruit,B-FOOD,549
19952,unsweetened,B-TASTE,549
19953,1,B-QUANTITY,549
19954,tablespoon,B-UNIT,549
19955,sunflower,B-FOOD,549
19956,seeds,I-FOOD,549
19957,shelled,B-PROCESS,549
19958,1/8,B-QUANTITY,549
19959,teaspoon,B-UNIT,549
19960,salt,B-FOOD,549
19961,Cool,B-FOOD,549
19962,Whip,I-FOOD,549
19963,ounce,B-UNIT,549
19964,carton,B-UNIT,549
19965,regular,B-FOOD,549
19966,Cool,I-FOOD,549
19967,vegetables,B-FOOD,549
19968,drained,B-PROCESS,549
19969,2,B-QUANTITY,550
19970,cups,B-UNIT,550
19971,Bisquick,B-FOOD,550
19972,1,B-QUANTITY,550
19973,1⁄2,I-QUANTITY,550
19974,milk,B-FOOD,550
19975,1,B-QUANTITY,550
19976,egg,B-FOOD,550
19977,2,B-QUANTITY,550
19978,tablespoons,B-UNIT,550
19979,cooking,B-FOOD,550
19980,oil,I-FOOD,550
19981,cup,B-UNIT,550
19982,mini,B-PHYSICAL_QUALITY,550
19983,chocolate,B-FOOD,550
19984,chip,I-FOOD,550
19985,1/4,B-QUANTITY,550
19986,cup,B-UNIT,550
19987,dried,B-PHYSICAL_QUALITY,550
19988,fruit,B-FOOD,550
19989,unsweetened,B-TASTE,550
19990,1,B-QUANTITY,550
19991,tablespoon,B-UNIT,550
19992,sunflower,B-FOOD,550
19993,seeds,I-FOOD,550
19994,shelled,B-PROCESS,550
19995,1/8,B-QUANTITY,550
19996,teaspoon,B-UNIT,550
19997,salt,B-FOOD,550
19998,Cool,B-FOOD,550
19999,Whip,I-FOOD,550
20000,ounce,B-UNIT,550
20001,carton,B-UNIT,550
20002,regular,B-FOOD,550
20003,Cool,I-FOOD,550
20004,vegetables,B-FOOD,550
20005,drained,B-PROCESS,550
20006,3,B-QUANTITY,551
20007,tablespoons,B-UNIT,551
20008,butter,B-FOOD,551
20009,1/2,B-QUANTITY,551
20010,pound,B-UNIT,551
20011,thick,B-PROCESS,551
20012,sliced,I-PROCESS,551
20013,1,B-QUANTITY,551
20014,yellow,B-COLOR,551
20015,onion,B-FOOD,551
20016,large,B-PHYSICAL_QUALITY,551
20017,finely,B-PROCESS,551
20018,chopped,I-PROCESS,551
20019,russet,B-FOOD,551
20020,potatoes,I-FOOD,551
20021,peeled,B-PROCESS,551
20022,cut,B-PROCESS,551
20023,into,I-PROCESS,551
20024,quart,B-UNIT,551
20025,clam,B-FOOD,551
20026,juice,I-FOOD,551
20027,1,B-QUANTITY,551
20028,1/2,I-QUANTITY,551
20029,clams,B-FOOD,551
20030,chopped,B-PROCESS,551
20031,2,B-QUANTITY,551
20032,cups,B-UNIT,551
20033,half-and-half,B-FOOD,551
20034,salt,B-FOOD,551
20035,Cool,B-FOOD,551
20036,Whip,I-FOOD,551
20037,ounce,B-UNIT,551
20038,carton,B-UNIT,551
20039,regular,B-FOOD,551
20040,Cool,I-FOOD,551
20041,vegetables,B-FOOD,551
20042,drained,B-PROCESS,551
20043,1,B-QUANTITY,552
20044,cup,B-UNIT,552
20045,dates,B-FOOD,552
20046,1/2,B-QUANTITY,552
20047,cup,B-UNIT,552
20048,oats,B-FOOD,552
20049,1/2,B-QUANTITY,552
20050,cup,B-UNIT,552
20051,shredded,B-PROCESS,552
20052,coconut,B-FOOD,552
20053,large,B-PHYSICAL_QUALITY,552
20054,finely,B-PROCESS,552
20055,chopped,I-PROCESS,552
20056,russet,B-FOOD,552
20057,potatoes,I-FOOD,552
20058,peeled,B-PROCESS,552
20059,cut,B-PROCESS,552
20060,into,I-PROCESS,552
20061,quart,B-UNIT,552
20062,clam,B-FOOD,552
20063,juice,I-FOOD,552
20064,1,B-QUANTITY,552
20065,1/2,I-QUANTITY,552
20066,clams,B-FOOD,552
20067,chopped,B-PROCESS,552
20068,2,B-QUANTITY,552
20069,cups,B-UNIT,552
20070,half-and-half,B-FOOD,552
20071,salt,B-FOOD,552
20072,Cool,B-FOOD,552
20073,Whip,I-FOOD,552
20074,ounce,B-UNIT,552
20075,carton,B-UNIT,552
20076,regular,B-FOOD,552
20077,Cool,I-FOOD,552
20078,vegetables,B-FOOD,552
20079,drained,B-PROCESS,552
20080,6,B-QUANTITY,553
20081,bacon,B-FOOD,553
20082,strips,I-FOOD,553
20083,Cut,B-PROCESS,553
20084,into,I-PROCESS,553
20085,cup,B-UNIT,553
20086,onion,B-FOOD,553
20087,Finely,B-PROCESS,553
20088,chopped,I-PROCESS,553
20089,head,B-UNIT,553
20090,green,B-COLOR,553
20091,cabbage,B-FOOD,553
20092,shredded,B-PROCESS,553
20093,or,I-PROCESS,553
20094,tablespoon,B-UNIT,553
20095,brown,B-COLOR,553
20096,sugar,B-FOOD,553
20097,salt,B-FOOD,553
20098,To,B-QUANTITY,553
20099,taste,I-QUANTITY,553
20100,To,B-QUANTITY,553
20101,taste,I-QUANTITY,553
20102,teaspoon,B-UNIT,553
20103,smoked,B-PROCESS,553
20104,paprika,B-FOOD,553
20105,2,B-QUANTITY,553
20106,cups,B-UNIT,553
20107,half-and-half,B-FOOD,553
20108,salt,B-FOOD,553
20109,Cool,B-FOOD,553
20110,Whip,I-FOOD,553
20111,ounce,B-UNIT,553
20112,carton,B-UNIT,553
20113,regular,B-FOOD,553
20114,Cool,I-FOOD,553
20115,vegetables,B-FOOD,553
20116,drained,B-PROCESS,553
20117,1,B-QUANTITY,554
20118,box,B-UNIT,554
20119,potato,B-FOOD,554
20120,1/2,B-QUANTITY,554
20121,pound,B-UNIT,554
20122,ground,B-PROCESS,554
20123,beef,B-FOOD,554
20124,taco,B-FOOD,554
20125,seasoning,I-FOOD,554
20126,cup,B-UNIT,554
20127,black,B-COLOR,554
20128,beans,B-FOOD,554
20129,1/2,B-QUANTITY,554
20130,cup,B-UNIT,554
20131,corn,B-FOOD,554
20132,salsa,B-FOOD,554
20133,jalapenos,B-FOOD,554
20134,canned,B-PHYSICAL_QUALITY,554
20135,To,B-QUANTITY,554
20136,taste,I-QUANTITY,554
20137,To,B-QUANTITY,554
20138,taste,I-QUANTITY,554
20139,teaspoon,B-UNIT,554
20140,smoked,B-PROCESS,554
20141,paprika,B-FOOD,554
20142,2,B-QUANTITY,554
20143,cups,B-UNIT,554
20144,half-and-half,B-FOOD,554
20145,salt,B-FOOD,554
20146,Cool,B-FOOD,554
20147,Whip,I-FOOD,554
20148,ounce,B-UNIT,554
20149,carton,B-UNIT,554
20150,regular,B-FOOD,554
20151,Cool,I-FOOD,554
20152,vegetables,B-FOOD,554
20153,drained,B-PROCESS,554
20154,1,B-QUANTITY,555
20155,10,B-QUANTITY,555
20156,ounce,B-UNIT,555
20157,can,B-UNIT,555
20158,tomatoes,B-FOOD,555
20159,and,I-FOOD,555
20160,10,B-QUANTITY,555
20161,ounce,B-UNIT,555
20162,can,B-UNIT,555
20163,cream,B-FOOD,555
20164,of,I-FOOD,555
20165,ounces,B-UNIT,555
20166,processed,B-PROCESS,555
20167,cheese,B-FOOD,555
20168,cubed,B-PROCESS,555
20169,shredded,B-PROCESS,555
20170,8,B-QUANTITY,555
20171,chicken,B-FOOD,555
20172,breasts,B-PART,555
20173,cooked,B-PROCESS,555
20174,cubed,B-PROCESS,555
20175,7,B-QUANTITY,555
20176,ounces,B-UNIT,555
20177,vermicelli,B-FOOD,555
20178,cooked,B-PROCESS,555
20179,drained,B-PROCESS,555
20180,cups,B-UNIT,555
20181,half-and-half,B-FOOD,555
20182,salt,B-FOOD,555
20183,Cool,B-FOOD,555
20184,Whip,I-FOOD,555
20185,ounce,B-UNIT,555
20186,carton,B-UNIT,555
20187,regular,B-FOOD,555
20188,Cool,I-FOOD,555
20189,vegetables,B-FOOD,555
20190,drained,B-PROCESS,555
20191,1,B-QUANTITY,556
20192,package,B-UNIT,556
20193,roasted,B-FOOD,556
20194,garlic,I-FOOD,556
20195,package,B-UNIT,556
20196,French,B-FOOD,556
20197,onion,I-FOOD,556
20198,cup,B-UNIT,556
20199,vegetable,B-FOOD,556
20200,oil,I-FOOD,556
20201,cup,B-UNIT,556
20202,olive,B-FOOD,556
20203,oil,I-FOOD,556
20204,tablespoons,B-UNIT,556
20205,red,B-FOOD,556
20206,1,B-QUANTITY,556
20207,1⁄2,I-QUANTITY,556
20208,beef,B-FOOD,556
20209,for,B-PURPOSE,556
20210,1,B-QUANTITY,556
20211,1/2-2,I-QUANTITY,556
20212,flank,B-FOOD,556
20213,steaks,I-FOOD,556
20214,vermicelli,B-FOOD,556
20215,cooked,B-PROCESS,556
20216,drained,B-PROCESS,556
20217,cups,B-UNIT,556
20218,half-and-half,B-FOOD,556
20219,salt,B-FOOD,556
20220,Cool,B-FOOD,556
20221,Whip,I-FOOD,556
20222,ounce,B-UNIT,556
20223,carton,B-UNIT,556
20224,regular,B-FOOD,556
20225,Cool,I-FOOD,556
20226,vegetables,B-FOOD,556
20227,drained,B-PROCESS,556
20228,2,B-QUANTITY,557
20229,tablespoons,B-UNIT,557
20230,margarine,B-FOOD,557
20231,melted,B-PROCESS,557
20232,1⁄3,B-QUANTITY,557
20233,cup,B-UNIT,557
20234,cocoa,B-FOOD,557
20235,1,B-QUANTITY,557
20236,14,B-QUANTITY,557
20237,ounce,B-UNIT,557
20238,can,B-UNIT,557
20239,sweetened,B-TASTE,557
20240,condensed,B-PHYSICAL_QUALITY,557
20241,milk,B-FOOD,557
20242,2,B-QUANTITY,557
20243,tablespoons,B-UNIT,557
20244,water,B-FOOD,557
20245,1,B-QUANTITY,557
20246,teaspoon,B-UNIT,557
20247,vanilla,B-FOOD,557
20248,lbs,B-UNIT,557
20249,flank,B-FOOD,557
20250,steaks,I-FOOD,557
20251,vermicelli,B-FOOD,557
